adr,adults
100,2
100,2
100,2
100,2
108,2
150,2
307,2
100,2
144,2
165,2
99,2
135,2
99,2
123.3,2
133.2,2
100.8,2
126,2
108,2
118.8,1
118.8,1
260,2
179,2
189,3
180,1
95,2
95,2
120,2
120,2
136,2
110,1
120,2
110,1
136,2
120,2
120,2
120,2
110,1
95,2
95,2
180,2
95,2
95,2
95,2
110,1
110,1
115,1
95,2
95,2
120,2
120,2
110,1
99,2
120,2
120,2
95,2
95,2
114,2
95,2
95,2
110,1
95,2
95,2
95,2
95,2
95,2
180,2
120,2
120,2
110,1
95,2
95,2
95,2
95,2
95,2
95,2
95,2
110,1
152.1,2
120,2
120,2
110,1
110,1
95,2
95,2
179,2
120,2
100,2
100,2
152.1,2
120,2
120,2
95,2
130.5,2
180,2
100,2
100,2
100,2
100,2
100,2
169,2
100,2
100,2
160,2
100,2
100,2
100,2
100,2
175.5,3
100,2
100,2
108,2
100,2
259,2
108,2
100,2
100,2
100,2
100,2
100,2
122,2
171,3
134.1,2
171,3
145.8,3
145.8,3
152.1,2
152.5,1
126,2
108,2
149,2
139.5,2
108,2
152.5,1
152.33,2
120.69,1
75,2
197.1,3
120,2
130.5,2
144,2
120,2
120,2
171,3
120,2
170,2
120,2
120,2
120,2
120,2
120,2
120,2
150,2
135,2
171,3
126,2
120,2
120,2
162,2
126,2
120,2
120,2
120,2
120,2
150,2
120,2
108,2
150,2
134.1,2
139.5,2
99,2
130,2
100,2
100,2
126,2
150,2
100,2
162,2
126,2
162,2
162,2
130.5,2
100,2
100,2
136.2,2
162,2
175.5,3
150,2
171,3
135,2
135,2
126,2
126,2
100,2
99,2
89.1,2
149,2
150,2
135,2
136.2,2
99,2
100,2
100,2
135,2
162,2
277,2
162,2
171,3
135,2
89.1,2
108,2
166,3
130.5,2
171,3
99,2
130.6,2
150,2
99,2
99,2
130.5,2
126,2
99,2
100,2
100,2
99,2
150,2
108,2
132.25,2
164.25,2
149,2
108,2
126,1
100.8,2
135,2
126,2
135,2
144,2
169,2
126,2
117,2
108,2
99,2
159.6,2
80,1
117,2
90,2
135,2
117,2
171,3
80,1
80,1
80,1
80,1
90,2
90,2
90,2
80,1
99,2
90,2
90,2
90,2
189,3
80,1
80,1
80,1
90,2
90,2
96,2
117,2
80,1
80,1
135,2
90,2
90,2
135,2
162,2
80,1
80,1
80,1
90,2
90,2
90,2
117,2
80,1
90,2
80,1
80,1
90,2
90,2
80,1
80,1
189,2
90,2
90,2
90,2
80,1
96,2
80,1
90,2
90,2
80,1
80,1
80,1
150,2
90,2
90,2
80,1
80,1
117,2
90,2
90,2
152.1,2
135,2
121,2
121,2
121,2
117,2
108,2
135,2
134.13,2
121,2
83.16,2
135,2
144,2
108,2
135,2
174.21,3
164.57,2
139.5,2
139.5,1
110.57,2
164.57,1
108,2
126,2
126,2
126,2
108,2
149,2
99,2
225,2
108,2
89.1,2
144,2
117,2
157.7,3
117,2
84.6,1
117,2
89.1,2
117,2
134.1,2
117,2
89.1,2
89.1,2
126,1
135,2
225.2,3
166.68,2
135,2
135,2
225.2,3
135,2
135,2
104.22,2
174,3
223.33,2
138,2
138,2
216.33,2
144.8,2
0,1
198,2
95,1
108,2
150,2
160,1
95,1
120,1
120,1
139.5,2
120,1
120,1
120,1
99,2
120,1
126,2
120,1
120,1
120,1
120,1
130.5,2
120,1
120,1
120,1
120,1
120,1
120,1
130.5,2
120,1
140,2
79,2
179,2
139,1
126,2
142.2,3
156.6,2
179,2
89.1,2
196.6,3
144,1
126,2
129,3
117,2
171,3
130,2
127.5,2
84.6,2
84.6,2
126,2
116.33,1
123.53,2
126,2
116.33,2
116.33,2
126,2
130.5,2
99,2
108,2
175.5,3
172.26,2
191.4,2
274.5,2
228.21,2
111.34,2
136.22,2
112.5,2
141,2
228.21,2
136.22,2
144.64,2
228.21,2
90,2
90,2
90,2
84.6,1
90,2
90,2
89.1,2
150,2
90,2
90,2
90,2
90,2
150,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
142.36,2
89.1,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
130,1
99,2
108,2
142.2,3
108,2
85,2
89.1,2
89.1,2
125.7,2
122.4,2
125.7,2
118.5,1
150,2
180,2
125.7,2
108,2
175.05,2
112.5,2
126,2
127.98,2
90,2
90,2
90,2
130,2
250,3
90,2
130,2
134.1,2
90,2
174,1
150,2
152.1,2
140,2
169,2
90,2
90,2
90,2
130,2
130,2
130,2
130,2
90,2
90,2
130,2
109.8,2
123.3,2
109.8,2
109.8,2
143.55,2
109.8,2
108,2
110,1
123.3,2
109.8,2
110,1
109.8,2
109.8,2
123.3,2
109.8,2
109.8,2
110,1
109.8,2
123.3,2
143.55,2
123.3,2
132,2
160,2
135,2
109.8,1
89.1,2
144,2
328.67,2
181.43,1
186.25,1
204,3
201,3
294.55,2
99,2
130,2
89.1,2
108,1
130,2
108,1
153,2
155,2
225,3
153,2
240,3
127.8,1
109.8,2
98.1,2
135,2
109.8,2
180,2
174,2
193.5,3
109.8,2
89.1,2
105.84,2
89.1,2
148.8,2
138,2
147,2
120,2
136.8,1
120,2
98.1,2
153,2
126,2
130.8,1
135.9,2
130,2
130,2
130,2
99,2
130,2
138.6,2
117,2
130,2
130,2
130,2
130,2
135,2
175,2
130,2
135,2
23.6,2
127.25,2
130,2
130,2
181.8,3
130,2
138.6,2
130,2
130,2
145.8,2
141.3,2
140.4,2
150,2
129.6,2
147,2
126,2
126,2
189,3
126,2
153,1
139.5,2
135.9,2
162,2
144,2
126,2
135.9,2
126,2
139.5,2
126,2
189,3
135.9,1
139.5,2
143.1,2
130.5,1
126,2
126,2
139.5,2
119.1,2
120,2
130.8,1
116.67,1
183,3
119.1,2
132.33,2
129,1
147,2
173.33,2
120,2
187.5,3
175.5,2
170,2
92.88,2
207,2
140.4,2
262,2
114.3,2
160.5,2
142.2,3
180.38,1
321.94,3
244.86,3
290.56,1
160,2
89.1,1
180,2
89.1,1
180,2
189,2
135,2
126,1
170,2
135,2
135,2
170,2
117,2
135,2
135,2
135,2
135,2
183.6,3
189.9,2
144,2
163.5,3
148.8,2
137.03,2
183,3
89.1,2
178.5,3
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
95,2
104,1
95,2
95,2
95,2
148.5,2
95,2
95,2
254,2
109.44,2
89.1,2
119.57,2
135,2
110,2
107.1,2
126,2
135.9,2
88,1
120,2
170,2
170,2
126,2
110,1
110,1
181.2,2
115.2,2
139.5,2
163.33,2
110,1
110,1
107.33,1
159.6,3
121.88,2
122.4,2
0,1
12,2
109.8,2
0,1
138.6,2
135,2
207,2
107.1,2
135,2
135,2
150,2
135,2
150,2
90,2
190,2
160,1
160,1
96.4,2
160,1
160,1
160,1
160,1
170,2
135,2
163.33,2
160,1
160,1
160,1
160,1
160,1
160,1
170,2
135,1
160,1
204.75,2
96.4,2
160,1
160,1
160,1
160,1
160,1
170,2
170,2
160,1
160,1
160,1
160,1
160,1
160,1
200,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
170,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
170,2
160,1
160,1
160,1
160,1
160,1
160,1
125,2
125,2
144,2
160,1
160,1
160,1
160,1
160,1
170,2
170,2
160,1
160,1
160,1
160,1
160,1
160,1
170,2
170,2
160,1
160,1
160,1
96.4,2
160,1
160,1
160,1
125,2
160,1
160,1
160,1
160,1
170,2
125,2
125,2
160,1
160,1
160,1
170,2
160,1
160,1
160,1
170,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
170,2
96.4,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
170,2
160,1
160,1
160,1
160,1
160,1
160,1
170,2
170,2
160,1
160,1
125,2
125,2
163.33,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
170,2
96.4,2
160,1
160,1
170,2
144,2
160,1
160,1
160,1
216,3
160,1
160,1
160,1
160,1
170,2
125.1,2
119.25,2
216,3
119.25,2
125.1,2
109.8,2
162,2
153,1
147.6,2
160,2
130.8,2
120.6,1
138.6,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
109.8,2
145,2
110,1
90,2
90,2
90,2
170,2
89.1,2
144,2
109.8,2
126,2
126,2
130,1
126,2
117,1
184.8,2
138.6,2
117,2
117,2
126,2
119.25,2
137.25,2
107.33,2
144,2
109.8,2
230,3
182,2
120.6,2
120.6,2
182,2
175.71,2
175.71,1
175.71,1
144,2
89.1,2
185,2
265,2
110,1
0,1
125.1,2
117.9,1
108,1
215,1
144,2
190,2
144,2
144,2
144,2
190,2
112.5,2
144,2
90,2
90,2
180,2
90,2
108.95,2
117,2
117,2
90,2
108.95,0
117,2
162,2
144,2
138.6,2
120.6,2
135,2
144,2
99,2
275,1
190,2
99,2
230,3
99,2
190,2
126,2
190,2
117,1
135,2
190,2
190,2
125.7,2
190,2
135,2
162,2
190,2
160,2
198,2
126,2
210,3
135,2
190,2
190,2
190,2
135,2
125.7,2
162,2
190,2
190,2
140,1
190,2
135,2
135,2
144,2
263.33,2
146.25,2
220.4,3
140,2
160,2
108,2
160,2
120.6,2
120.6,2
160,2
140.14,2
140.14,2
118.29,2
279,3
90,1
90,1
90,1
90,1
90,1
160,2
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
140,2
90,1
90,1
90,1
90,1
90,1
90,1
126,2
279,3
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
126,2
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
126,2
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
90,1
140,2
90,1
90,1
90,1
90,1
165,2
165.38,2
160,1
160,1
160,1
160,1
160,1
126,2
160,1
160,1
160,1
160,1
160,1
270,2
160,1
160,1
160,1
139.5,2
139.5,2
139.5,2
123.3,2
139.5,2
160,1
160,1
160,1
160,1
160,1
315,3
189,3
153,2
139.5,2
139.5,2
160,1
160,1
160,1
160,1
165.38,2
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
160,1
230,3
135,2
160,1
160,1
160,1
175.5,3
139.5,2
160,1
160,1
160,1
160,1
139.5,2
139.5,2
162,2
160,1
160,1
160,1
99,2
89.1,2
160,1
160,1
160,1
128,2
139.5,2
175.5,3
160,1
89.1,2
144,2
160,1
160,1
160,1
160,1
126,2
198,2
110,2
162,2
110,2
89.1,2
139.5,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
144,3
126,2
110,2
110,2
139.5,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
138.6,2
162,2
110,2
144,2
110,2
110,2
189,2
110,2
198,3
225,2
225,2
225,2
225,2
225,2
225,2
225,2
225,2
190,2
225,2
225,2
225,2
225,2
225,2
225,2
225,2
225,2
126,2
225,2
225,2
225,2
225,2
225,2
126,2
225,2
190,2
225,2
225,2
225,2
138.6,2
138.6,2
155.8,1
139.5,2
130,1
108,2
252,3
89.1,2
138.6,2
190,1
90,2
90,2
90,2
90,2
90,2
90,2
126,2
190,1
190,1
190,1
90,2
90,2
90,2
90,2
90,2
90,2
190,1
190,1
190,1
190,1
90,2
90,2
90,2
90,2
90,2
190,1
190,2
190,1
90,2
190,1
190,1
190,1
90,2
90,2
80,1
112.67,2
190,1
90,2
90,2
160,2
90,2
90,2
90,2
90,2
90,2
190,1
190,1
90,2
90,2
90,2
90,2
90,2
90,2
90,2
190,1
190,1
89.1,2
90,2
90,2
90,2
90,2
190,1
180,2
190,1
190,1
190,1
190,1
90,2
126,2
90,2
90,2
90,2
190,1
90,2
138.6,2
90,2
90,2
90,2
90,2
190,1
190,1
190,1
190,1
90,2
90,2
90,2
144,2
90,2
80,1
190,1
190,1
139.28,1
137.5,2
135,1
160,1
139.28,1
144,2
243,2
139.28,1
139.28,1
139.28,1
139.28,1
108,2
265,1
108,2
138.6,1
197.1,2
197.1,2
142.2,2
139.11,2
175.11,3
160,1
144,1
144,2
144,2
144,2
163.33,2
130,2
135,2
180,3
139.5,2
135,2
178.2,2
108,2
205.2,3
135,2
190,2
135,2
171,2
198,2
137.5,2
190,2
98.1,2
136.8,2
134.1,2
160,2
109.25,2
139.14,2
138.6,2
136.8,2
126.54,2
197.1,2
136.5,2
110.75,0
110.75,2
190,2
190,2
195,2
160,1
160,1
160,1
160,1
160,1
90,1
160,1
110,1
89.1,2
84.6,2
160,1
160,1
160,1
160,1
160,1
160,2
139.5,2
128,2
128,2
144,1
128,2
144,1
126,1
162,2
128,2
128,2
128,2
128,2
120,2
139.5,2
130,2
128,2
128,2
128,2
144,2
126,1
126,2
144,2
160,2
126,1
126,2
160,1
163.33,2
136.5,2
144,2
198,2
163.33,2
270,2
117,2
160,2
139.5,2
198,3
198,2
147.15,2
173.25,2
130.05,2
205.2,2
167.76,3
130.8,2
166.05,3
114.56,2
99,2
90,2
90,2
95,1
90,2
99,2
89.1,2
95,1
90,2
90,2
90,2
90,2
90,2
120,1
90,2
90,2
240,2
295,4
125.1,2
190,2
295,4
99,2
107.1,2
162,2
107.1,2
198,2
162,2
168,2
107.1,2
137.25,2
139.5,2
134.55,2
142.17,2
120,2
120,2
120,2
120,2
120,2
120,2
120,2
120,2
120,2
120,2
12,2
12,2
99,1
12,2
99,2
12,2
99,2
171,2
99,2
108,2
99,2
99,2
12,2
109.8,2
109.8,2
109.8,2
99,2
109.8,2
108,2
12,2
171,2
153,1
99,2
193.5,3
134.67,3
99,2
108.95,0
193.5,3
99,2
123.3,2
108.95,2
198,2
99,2
198,2
180.5,2
99,2
99,2
157.46,2
118.35,2
99.45,2
108,2
107.1,2
125.1,2
110.25,2
157.5,3
108,2
157.5,3
250,2
198,2
157.44,2
125.1,2
157.5,3
157.5,3
157.5,2
99.45,0
125.1,2
133.2,2
99.45,2
266.96,2
107.1,1
157.45,3
138.77,2
138.6,2
107.1,2
157.5,3
157.5,3
99.45,2
138.6,2
138.77,2
107.1,2
107.1,2
107.33,2
109.8,2
125.1,2
107.1,2
107.1,2
109.8,2
107.1,2
127.75,2
317.5,2
108,2
99.45,0
138.6,2
99.45,0
107.1,2
107.1,1
107.1,2
89.1,2
144.2,2
186.75,2
142.2,3
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
219,2
102.04,2
115,2
160,2
115,2
115,2
115,2
115,2
102.04,2
107.1,2
125.1,2
140.25,2
115,2
138.6,2
135,2
198,2
115,2
138.6,2
107.1,2
153.9,3
171,2
115,2
115,2
102.04,2
96.33,2
125.1,2
138.6,2
162,2
197.1,2
138.6,2
115,2
119,2
144,2
139.5,2
102.04,2
138.9,2
115,2
132.6,2
138.6,2
157.5,3
102.04,2
132.6,2
139.5,2
115,2
129,2
125.1,2
138.6,2
123.3,2
107.1,2
107.1,2
125.1,2
125.1,2
129.6,2
126,2
160,2
160,2
160,2
230,3
160,2
160,2
230,3
160,2
230,3
230,3
160,2
190,2
126,2
126,2
107.1,2
126,2
280,2
126,2
140,2
140,2
107.1,2
140,2
107.1,2
107.1,2
113.4,2
140,2
136,2
130.67,2
142.1,2
126,2
160,2
107.1,2
107.1,2
112,2
140,2
140,2
85,2
140,2
140,2
107.1,2
140,2
140,2
140,2
135,2
107.1,2
140,2
149.33,2
112,2
140,2
140,2
107.1,2
160,2
126,2
140,2
107.1,2
140,2
107.1,2
175.5,3
140,2
140,2
107.1,2
126,2
108,2
160,2
108,2
185,2
144,1
153,2
190,2
108,1
126.9,2
100,2
133,2
234,3
100,2
100,2
107.1,1
133,2
100,2
114,2
230,2
100,2
119,2
89.1,2
125.1,2
189,3
162,2
270,2
119,2
198,2
138.6,2
165.75,3
220.5,3
198,2
144,2
126,2
198,1
119.52,2
183.6,1
119.52,2
123.81,2
170,2
160,2
139.5,2
139.5,2
140,2
139.5,2
139.5,2
160,2
170,2
140,1
162,2
150,2
146.67,2
126,1
214.67,3
207,3
126.67,2
99,2
99,2
196.67,3
99,2
153,2
148.5,2
140,2
99,2
99,2
99,2
99,2
99,2
99,2
99,2
99,2
99,2
99,2
153,2
99,2
99,2
99,2
89.1,2
130,2
130,2
130,2
89.1,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
157.33,2
135.33,2
89.1,2
140,2
140,2
89,2
12,2
140,2
140,2
140,2
270,2
124.67,2
89.1,2
126,2
112,2
215,2
108,2
160,2
114.8,2
135,2
126,2
145.8,2
111.6,2
138.6,2
90,2
90,2
90,2
90,2
126,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
100,1
90,2
90,2
90,2
90,2
90,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
143,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
125.1,2
89.1,2
130.67,2
98.1,2
132,2
114,2
120.7,3
120.7,3
125.1,3
89.1,2
165,2
130.67,2
121.5,2
258,2
170,2
95,1
160,2
135,2
135,2
135,2
135,2
135,2
135,2
229,3
135,2
135,2
230,3
126,2
135,2
135,2
210,3
90,2
90,2
90,2
90,2
132,2
90,2
90,2
90,2
90,2
112.67,2
90,2
90,2
168,2
90,2
90,2
90,2
154.67,2
90,2
90,2
90,2
189,2
90,2
148.05,2
163.8,3
117,2
123.3,2
108,2
100,1
139.5,2
100,2
100,2
100,2
100,2
170,2
100,2
100,2
100,2
100,2
100,2
100,2
144,1
144,2
117,2
100,2
100,2
180,2
100,2
100,2
180,3
153,2
100,2
100,2
100,2
140,2
140,2
110,2
110,2
100,2
100,2
100,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
120,2
138,2
174.6,3
110,2
110,2
110,2
157.5,3
110,2
110,2
147,2
210,2
168.55,3
174.6,3
110,2
110,2
133.33,2
110,2
203.33,3
210,3
250,2
174.6,3
110,2
120,2
110,2
110,2
133.33,1
138.6,2
150.3,2
240,2
107.1,2
140,2
184.5,2
138.6,2
174.6,2
212.4,2
200.7,2
139.5,2
143.57,2
140,2
0,1
140,2
126,2
193.5,3
100,2
100,2
100,2
160,2
100,2
100,2
100,2
100,2
144,2
180,2
160,2
100,2
100,2
126,2
100,2
100,2
100,2
100,2
100,2
100,2
126,2
100,2
144,2
100,2
100,2
105,2
105,2
130,2
105,2
130,2
130,2
200,1
130,2
130,2
85,2
214.2,3
130,2
105,2
105,2
130,2
130,2
105,2
105,2
130,2
105,2
105,2
130,2
250,2
130,2
130,2
105,2
126,2
130,2
130,2
130,2
285,3
162,2
193.5,3
105,2
130,2
315,3
180,2
130,2
130,2
105,2
126,2
130,2
130,2
105,2
126,2
105,2
141,2
138.6,2
170,2
140,2
90,2
212.8,3
100.25,2
144,2
170,2
225,1
89.1,2
126,2
90,2
157.5,3
216,3
90,2
90,2
109.8,2
112.67,2
90,2
138.6,2
90,2
90,2
197.1,2
90,2
109.8,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
90,2
112.67,2
109.8,2
90,2
0,0
90,2
90,2
112.67,2
90,2
89.1,2
129.5,2
180,2
170,2
149.5,2
180,2
170,2
144,2
162,2
138.6,2
168.75,2
140,2
98.1,2
109.8,2
89.1,2
170,2
95,1
160,2
140,2
165,2
178.2,2
144,2
149.33,2
95,1
117,2
120,2
120,2
120,2
120,2
75,2
120,2
120,2
120,2
120,2
120,2
68.88,1
120,2
120,2
135,2
120,2
120,2
120,2
120,2
75,2
120,2
189,3
120,2
120,2
144,2
195,2
156.6,2
158,2
120,1
120,1
126,2
140,2
144,2
126,2
130,1
126,2
130,2
89.1,2
170,2
107.1,2
146.67,2
158.67,2
148.5,2
159.33,2
160,2
125,2
125,2
136.75,2
145,2
200,1
125,2
126,2
140,2
250,2
138.06,2
250,2
126,2
144,2
126,2
196,2
126,2
130,1
141,2
106.35,2
106.35,0
153,2
126,2
90,2
90,2
90,2
130,1
90,2
90,2
90,2
90,2
140,2
90,2
140,2
140,2
90,2
90,2
120,2
190,2
150,2
120,2
90,2
107.1,2
144,2
170,2
144,2
150,1
129.5,2
144,2
129.5,2
157.5,2
210,3
128.57,2
137.14,1
259.88,1
289.88,1
193.5,3
134,1
130,1
166.5,2
166.5,2
150,2
110,2
159,2
110,2
110,2
95,1
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
150,2
166.5,2
110,2
110,2
110,2
166.5,2
110,2
110,2
166.5,2
110,2
166.5,2
110,2
166.5,2
89.1,2
110,2
166.5,2
166.5,2
110,2
110,2
110,2
110,2
150,2
126.67,2
89.1,2
130.67,2
131.4,2
126.67,2
117,1
119.03,2
126,2
151.43,3
139.6,1
123.04,2
178.2,2
119.2,1
119.2,1
144,1
120,1
120,1
160,2
144,1
100,2
120,1
100,2
120,1
120,1
100,2
100,2
120,1
120,1
120,1
240,3
100,2
100,2
120,1
120,1
120,1
120,1
100,2
100,2
120,1
120,1
100,2
100,2
120,1
120,1
230,2
89.1,2
100,2
120,1
120,1
120,1
120,1
120,1
193.5,3
135.33,2
170,2
170,2
170,2
170,2
170,2
170,2
140,2
120,1
100,2
100,2
100,2
120,1
120,1
100,2
100,2
100,2
100,2
100,2
120,1
120,1
100,2
120,1
120,1
120,1
120,1
170,2
170,2
170,2
170,2
170,2
170,2
170,2
162,2
99,2
99,2
99,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
99,2
170,2
170,2
170,2
170,2
189,3
154.67,2
153,2
170,2
180,2
99,2
99,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
157.5,2
170,2
170,2
170,2
170,2
170,2
170,2
180,2
170,2
208,3
140,2
162,2
149.33,2
170,2
170,2
170,2
170,2
170,2
170,2
180,2
99,2
99,2
126.67,2
170,2
170,2
170,2
170,2
170,2
170,2
193.5,3
135.33,2
162,2
149.33,2
170,2
214.67,2
153,2
170,2
170,2
170,2
170,2
170,2
170,2
180,2
153,2
236.67,2
189,3
135.33,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
170,2
99,2
153,2
146.67,2
99,2
135.33,2
117.33,2
109.8,2
162,2
125,2
189,3
135,2
130,1
130,1
133,2
123,2
230,2
130,2
130,2
153,2
140,2
130,2
99,2
140,2
130,2
140,2
130,2
130,2
260,2
130,2
120,2
130,2
130,2
130,2
130,2
130,2
150,2
130,2
152,2
130,2
130,2
130,2
130,2
130,2
105,2
105,2
135.33,2
105,2
140,2
105,2
105,2
105,2
105,2
105,2
105,2
135.33,2
144,3
105,2
210,3
135.33,2
105,2
105,2
105,2
105,2
162,2
135.33,2
105,2
105,2
105,2
189,3
105,2
105,2
105,2
105,2
193.5,2
105,2
105,2
105,2
105,2
105,2
105,2
126.67,2
170,3
130,2
144,2
126,2
133,2
189,3
171,2
144,2
126,2
78,2
142.2,3
126,2
160,2
144,2
144,2
140,2
112,2
144,2
126,2
160,2
170,2
160,2
144,1
160,2
170,2
120,2
189,3
130,2
181.8,2
170,2
131.6,2
184.63,2
130.86,2
126.9,2
99,2
104.4,1
199,2
120,2
97.58,1
100,2
126,2
109,1
80.1,2
150,2
152,2
153,2
129,2
120,2
99,1
120,2
95,1
99,2
170,2
95,1
126.67,2
210,3
120,2
104,1
115,1
120,3
140,2
150,2
89.1,2
190,3
99,2
89.1,2
190,2
190,3
144,2
112,2
110,1
109,2
120,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
140,2
143.33,2
245,2
140,2
140,2
0,2
140,2
110,2
110,2
144,2
149,2
110,2
119,1
188.5,3
110,2
110,2
110,2
110,2
110,2
110,2
109,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
109,2
110,2
110,2
110,2
110,2
110,2
140,2
99,2
109,2
135,1
139,1
99,2
144,2
189,3
99,2
139,1
150,1
99,2
125.1,3
141.75,2
89.1,2
207,3
89.1,2
138.6,2
151.2,2
177.7,2
144,2
132,2
124,2
108,1
90,2
90,2
99,2
90,2
90,2
90,2
90,2
80,1
90,2
90,2
90,2
90,2
109,2
180,2
148,2
190,2
109,2
120,2
144,2
135,2
144,2
130.05,1
130,1
130,2
229,2
126,2
190,2
90,2
144,2
90,2
90,2
117,2
90,2
126,2
90,2
175.5,3
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
130.5,2
110,2
110,2
110,2
110,2
110,2
110,2
110,2
144,2
110,2
110,2
149.4,3
110,2
110,2
110,2
152,2
152,2
108,2
89.1,2
170,1
150.3,2
111.6,1
130.5,2
90,2
90,2
90,2
122.67,2
80.1,2
80.1,2
108,2
90,2
99,2
126,2
180,2
130.5,2
90,2
126,2
90,2
80,1
130,2
315,2
90,2
90,2
166.5,3
80,1
171,3
90,2
90,2
98.1,2
130.5,2
90,2
90,2
90,2
90,2
168.75,3
168.75,3
123.75,2
109.8,2
160,2
126,2
122.4,2
136.67,2
225,2
134.36,2
135.9,2
122.4,2
137.14,2
160.89,3
75,2
75,2
140,1
160,2
126,2
126,2
256.5,3
140,2
160,2
126,2
187.2,3
108,1
117,2
153,2
105,2
105,2
105,2
105,2
105,2
150,1
153,2
99,2
104,1
99,2
105,2
105,2
105,2
105,2
162,3
105,2
105,2
117,2
162,3
140,2
166.5,3
93.6,1
105,2
105,2
105,2
105,2
105,2
105,2
130.5,2
153,2
99,2
104,1
105,2
105,2
105,2
105,2
105,2
117,2
105,2
105,2
153,2
105,2
105,2
150,1
105,2
130.5,2
250,2
130.5,1
144,2
163.8,3
204.3,2
204.3,2
116,2
180,2
117,2
160,2
180,2
168,2
117,2
112.8,2
90,2
90,2
160,2
99,2
90,2
109.8,1
160,2
130.5,2
90,2
90,2
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
120,1
99,2
133.33,2
177.75,2
135,2
99,2
89.1,2
117,2
95,1
157.25,3
218,1
250,2
117,2
89.1,2
117,2
162,3
130.5,2
144,2
160,2
117,2
126,2
170,1
117,2
160,1
117,2
117,2
89.1,2
173.33,2
216,3
135,2
126,2
170,2
126,2
109.71,2
118.86,1
117,2
118.86,1
117,2
118.86,2
109.71,2
99,2
144,2
99,2
170,2
99,2
144,2
108,2
109.8,1
161.5,1
160,2
130.5,2
99,2
99,2
150,1
150,2
127.8,2
130.67,2
140,2
126.9,2
150,2
126,2
117,2
120,2
135,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
130,2
200,2
130,2
